RowId,Location
141,8.274135
142,-0.1923542
143,-0.8733355
144,4.4000287
145,7.9854884
146,2.945411
147,0.989609
148,-15.033286
149,-1.9280702
150,27.772362
151,3.980512
152,0.6185785
153,-14.619224
154,-4.2119813
155,9.39152
156,-6.0589046
157,16.284315
158,-11.389984
159,-19.329508
160,-10.285929
161,-28.34468
162,-10.790597
163,21.757238
164,9.484521
165,3.6774247
166,10.162475
167,-7.9824953
168,-11.955065
169,-30.830406
170,-4.1278024
171,16.36983
172,-22.792234
173,-8.55444
174,17.55503
175,6.657836
176,18.429373
177,-2.3806238
178,-36.130096
179,-15.81873
180,56.024956
181,7.163139
182,3.327867
183,-21.460924
184,-4.927855
185,10.745001
186,-7.704733
187,8.788633
188,-8.608798
189,-13.078482
190,1.6791599
191,-19.60659
192,-11.312198
193,26.897757
194,-2.6363251
195,13.316628
196,1.4005536
197,-1.4972224
198,-8.370506
199,-27.374931
200,-15.3291025
201,16.015602
202,-6.7069283
203,-22.455687
204,12.496684
205,6.6503267
206,15.563668
207,-6.9340935
208,-12.987634
209,-14.429841
210,40.24526
211,7.953459
212,0.40315193
213,-11.540754
214,-2.7867503
215,15.664986
216,-5.145997
217,21.018936
218,-7.2257495
219,-12.14112
220,-7.5626645
221,-11.416261
222,-13.108504
223,16.012873
224,-7.2283196
225,15.403755
226,1.0371909
227,-4.6186466
228,-12.43012
229,-22.923925
230,-20.3116
231,26.648582
232,5.890608
233,-4.4066353
234,15.8306
235,4.0663114
236,12.265246
237,7.0309033
238,-3.5431058
239,-1.684348
240,40.30984
241,4.4953847
242,1.6018863
243,-9.311284
244,-6.6004553
245,13.660982
246,-4.521496
247,1.4964586
248,-8.940926
249,-11.239893
250,-4.6121764
251,-3.592508
252,-7.5292916
253,13.904705
254,3.1571398
255,8.946482
256,5.899419
257,-6.8563166
258,-0.85707927
259,-17.181408
260,-10.725035
261,2.7723749
262,-1.3170947
263,-10.108552
264,13.53091
265,10.114609
266,5.99056
267,-2.7216702
268,-18.923382
269,-15.905058
270,32.66648
271,6.749862
272,3.643282
273,-7.881039
274,-2.5296228
275,9.5675745
276,-7.5320663
277,5.3584757
278,-6.8285255
279,-10.66212
280,-6.5701275
281,-10.777254
282,-14.991734
283,10.810267
284,-12.352394
285,14.213663
286,7.968918
287,-6.095662
288,-10.522494
289,-22.743298
290,-5.492774
291,3.5250897
292,-3.2555752
293,-1.1846178
294,19.868605
295,8.868262
296,10.717704
297,-0.5046285
298,-22.609211
299,-6.5303507
300,41.079895
301,7.82042
302,6.6766815
303,-15.423166
304,-1.4513264
305,5.8276515
306,-2.4612339
307,10.297214
308,1.8785076
309,-12.74229
310,-5.213908
311,-21.327847
312,-8.348356
313,23.946323
314,3.8807604
315,27.11782
316,14.615613
317,-6.702141
318,-3.9816997
319,-21.52557
320,-9.928728
321,11.306579
322,-3.484693
323,-16.266281
324,15.880321
325,11.192334
326,15.549109
327,-5.2925797
328,-17.814106
329,-7.3077536
330,45.038948
331,7.923327
332,-4.2240434
333,-7.871689
334,0.45447817
335,12.187646
336,-6.479457
337,10.241213
338,-11.926567
339,-9.15118
340,-6.919218
341,-6.1336107
342,-12.120577
343,16.060406
344,1.1669132
345,12.076182
346,6.5294547
347,3.3863654
348,-2.1588924
349,-19.146654
350,-14.734839
351,12.492186
352,-2.9852786
353,-11.906523
354,16.57649
355,16.50885
356,6.303038
357,-0.08107092
358,-16.253296
359,-13.384205
360,25.931831
361,1.2212706
362,1.2227274
363,-19.423986
364,-2.469778
365,0.9531324
366,-9.340705
367,8.536987
368,-5.1702213
369,-9.290886
370,-2.9582064
371,-13.490202
372,-7.15551
373,12.283302
374,-0.98652107
375,6.6456213
376,8.472857
377,-3.3534632
378,-6.277886
379,-18.937393
380,-6.141392
381,9.81982
382,7.9706125
383,-5.9934196
384,11.443992
385,7.0058923
386,8.35924
387,-4.464749
388,-5.4624233
389,-9.958767
390,26.16242
391,5.3240986
392,0.42683578
393,-13.112853
394,1.1694449
395,9.978417
396,-0.77279234
397,10.185981
398,-10.686214
399,-8.418377
400,-6.7712507
401,-8.307319
402,-11.129395
403,16.461016
404,-6.153818
405,9.770154
406,4.1721487
407,-10.444059
408,-2.2437744
409,-28.263973
410,-4.28604
411,7.3108907
412,9.297902
413,-5.899292
414,15.879661
415,19.609097
416,12.867532
417,-0.84244865
418,1.3473897
419,-1.0645059
420,39.383774
421,5.506059
422,-0.42409223
423,-11.95281
424,-1.7939503
425,3.3334734
426,0.05846846
427,12.652353
428,-5.644316
429,-6.501442
430,-1.285953
431,-13.521157
432,-7.4437866
433,4.5075073
434,2.7786534
435,5.1772847
436,5.1644626
437,-2.9215763
438,-5.8899894
439,-18.623774
440,-3.200034
441,10.426366
442,-2.2921307
443,-6.244814
444,7.950666
445,7.985845
446,13.190507
447,-4.634116
448,-19.260536
449,-7.709408
450,27.937101
451,4.9341474
452,-0.06093468
453,-13.749281
454,-6.374867
455,6.5170784
456,-2.8846319
457,6.482554
458,-14.869974
459,-11.813282
460,-9.535455
461,-19.786549
462,-16.456694
463,16.609192
464,-2.211389
465,4.269848
466,3.210083
467,-11.318529
468,-6.6678643
469,-15.319817
470,-9.028151
471,7.0485635
472,-13.429012
473,2.216539
474,7.304609
475,6.4450912
476,4.1167474
477,-7.0306168
478,-24.572756
479,-5.097311
480,32.816017
481,5.6379995
482,-0.99956614
483,-9.791952
484,-4.673361
485,5.4868712
486,-9.651915
487,9.584602
488,-11.388457
489,-16.439009
490,-10.692608
491,-13.04951
492,-18.29367
493,10.269813
494,-2.7896867
495,20.429909
496,9.008398
497,5.4384427
498,-6.879698
499,-33.86854
500,-11.189098
501,9.872579
502,5.774764
503,-10.179733
504,30.119186
505,11.420497
506,21.123852
507,-8.181001
508,-20.681404
509,-11.586449
510,49.712513
511,-5.130359
512,11.467914
513,-17.749414
514,-2.3416154
515,4.021132
516,-15.30203
517,0.57588613
518,-26.68503
519,-10.058547
520,-4.8003383
521,-7.0483427
522,-10.684757
523,27.627632
524,2.9528956
525,-15.409136
526,3.82981
527,-10.054532
528,16.65752
529,-9.833243
530,-4.015251
531,20.489494
532,13.426324
533,-8.112243
534,-1.5759802
535,15.530566
536,-4.293985
537,6.8199883
538,-22.541441
539,-9.833876
540,27.601767
541,13.1540985
542,-2.1400356
543,-15.345447
544,-7.2183986
545,9.417011
546,-12.745661
547,18.030441
548,-17.52859
549,-19.538054
550,-18.13127
551,-21.372551
552,-15.244315
553,11.884996
554,-2.7494802
555,1.1254119
556,1.5054265
557,-16.096146
558,0.70540696
559,-31.975252
560,-14.86763
561,21.65318
562,-7.0323453
563,-8.071684
564,10.007466
565,21.031841
566,15.829424
567,2.993813
568,-27.99249
569,-13.563326
570,47.508354
571,6.6429133
572,0.88128847
573,-12.529834
574,-8.48427
575,7.597518
576,-9.447273
577,-1.324344
578,-9.011917
579,-12.585557
580,-12.847908
581,-11.588541
582,-14.532882
583,7.675682
584,-10.968873
585,4.6505423
586,13.898456
587,-10.824438
588,-10.256479
589,-19.231236
590,-6.816664
591,2.2826004
592,-6.7717986
593,-10.64405
594,13.997604
595,7.0328894
596,7.5744944
597,-2.2197223
598,-31.10252
599,-9.827546
600,46.678574
601,-0.9683635
602,4.31017
603,-9.0385475
604,3.406385
605,6.4916854
606,-10.938413
607,13.816401
608,-17.528559
609,-14.953937
610,-9.49994
611,-10.624933
612,-16.014309
613,2.011905
614,2.0091457
615,4.9342856
616,-0.62227803
617,0.5859362
618,5.673145
619,-26.232805
620,-11.996915
621,14.936012
622,15.576261
623,-9.224972
624,9.171719
625,37.673225
626,15.057317
627,10.847495
628,-20.11631
629,-2.5632133
630,37.193993
631,-1.0683739
632,-3.2845933
633,-5.369662
634,-6.235108
635,0.26780578
636,-2.6214569
637,13.215395
638,-6.799976
639,-4.25391
640,-9.318952
641,-12.826598
642,-16.824633
643,13.623946
644,-0.9778982
645,6.3733697
646,9.245292
647,-5.8876486
648,0.8381459
649,-15.735511
650,-7.2646203
651,6.5026493
652,1.7565898
653,-7.3317738
654,4.2218313
655,8.1671
656,9.599944
657,-4.327276
658,-10.2724
659,-2.2769501
660,30.722094
661,-1.1210127
662,1.186679
663,-11.1150255
664,-1.6586685
665,4.550318
666,-1.3818221
667,5.765147
668,-0.73231804
669,-8.725963
670,-3.7111008
671,-13.50698
672,-9.8634
673,13.996761
674,2.8773322
675,12.396482
676,8.332122
677,-6.407633
678,0.7749837
679,-12.880569
680,-9.284422
681,5.931983
682,-4.7210727
683,-5.847687
684,5.9046574
685,3.7505267
686,5.4928317
687,-7.3264585
688,-14.217511
689,-8.818906
690,30.813524
691,6.1991754
692,8.380393
693,-6.5609303
694,-5.916924
695,14.4434805
696,-5.2638855
697,11.700664
698,-2.562611
699,-4.9109874
700,-11.176237
701,-3.7801967
702,-12.150403
703,10.681196
704,0.51459163
705,8.531781
706,7.0984077
707,-11.390936
708,-0.92071027
709,-11.828377
710,-18.311132
711,-4.1722035
712,3.9725444
713,-11.8789835
714,11.482915
715,12.09259
716,3.7635784
717,-5.337896
718,-12.866876
719,-11.714899
720,27.317617
721,0.8990478
722,1.3404189
723,-32.153286
724,-1.0343635
725,4.5276847
726,-15.219338
727,12.854392
728,-23.484215
729,-14.390446
730,-12.597871
731,-16.794128
732,-6.0074377
733,4.2683315
734,-19.672192
735,-3.8202302
736,-8.680029
737,-2.3737116
738,-1.140091
739,-27.214596
740,-1.5699707
741,21.004438
742,-20.897963
743,-16.821133
744,10.474174
745,29.568438
746,24.942942
747,12.398002
748,-41.795994
749,4.6022067
750,34.55604
751,3.5363169
752,-3.3842676
753,-14.224558
754,-1.2255085
755,1.1625575
756,-4.896077
757,7.0192747
758,-14.258376
759,-20.036875
760,-4.5610557
761,-23.258867
762,-8.323769
763,12.901845
764,-5.6360564
765,10.2071495
766,3.6212254
767,-15.10538
768,-4.6152864
769,-21.9445
770,1.5018599
771,11.708698
772,-8.282424
773,-1.4192235
774,5.1727095
775,12.713525
776,13.292994
777,-7.0883245
778,-21.088919
779,-3.5494184
780,50.034832
781,5.450552
782,0.5633648
783,-12.715686
784,-4.1726537
785,0.663602
786,1.0888358
787,12.90208
788,-4.726856
789,-12.533352
790,-6.4236646
791,-16.49458
792,-10.841742
793,8.738115
794,-3.8248997
795,11.153686
796,3.4486656
797,-7.9489326
798,-10.420545
799,-24.40754
800,-15.491575
801,7.782421
802,7.231449
803,-8.201568
804,26.134426
805,5.5748587
806,18.763779
807,1.3538564
808,8.885553
809,-5.8411646
810,30.323177
811,4.717401
812,1.2005513
813,-19.016966
814,-6.6475606
815,8.977455
816,-1.4462798
817,10.754535
818,-11.993862
819,-15.217475
820,-5.142199
821,-20.308554
822,-15.093136
823,16.046576
824,-0.5358149
825,12.536482
826,9.05118
827,-7.4683533
828,-4.403771
829,-28.149809
830,-4.748258
831,8.213182
832,-16.841454
833,-10.709541
834,11.622762
835,10.970238
836,18.70138
837,-8.989089
838,-25.11476
839,-7.5029025
840,49.723076
841,7.550488
842,-3.7148426
843,-11.233628
844,-7.2723036
845,6.9062524
846,-2.2115545
847,12.383775
848,-12.991451
849,-10.470447
850,-9.11637
851,-14.449575
852,-10.381523
853,12.316378
854,7.5871944
855,6.16479
856,8.217951
857,-2.8404598
858,5.2236485
859,-23.713184
860,-2.031278
861,7.598149
862,3.371544
863,-8.200679
864,14.626545
865,8.883217
866,16.871004
867,-7.9018393
868,-16.328167
869,-11.777352
870,40.46543
871,2.3680212
872,1.8408957
873,-23.74504
874,-15.008553
875,5.724717
876,-15.7694025
877,12.779319
878,-31.012104
879,-24.483599
880,-19.893833
881,-19.292187
882,-20.171164
883,15.057616
884,-3.707055
885,3.6249425
886,-4.6266165
887,-2.3804445
888,1.188292
889,-32.453365
890,-16.291216
891,17.67245
892,6.9808354
893,-12.066609
894,23.817833
895,19.195887
896,16.850267
897,3.0969124
898,-26.045418
899,-11.898072
900,65.40182
901,4.501018
902,-3.8188703
903,-12.360957
904,-6.978725
905,0.6353575
906,-4.103137
907,12.961067
908,-3.5069528
909,-6.8537455
910,-2.1287591
911,-16.58419
912,-3.7247245
913,6.6256566
914,-0.999878
915,11.944292
916,12.213629
917,1.2683946
918,-7.4038763
919,-15.826157
920,-5.8225794
921,13.027553
922,-6.9658055
923,-2.3618855
924,11.766703
925,7.6674476
926,12.776507
927,1.9101595
928,-14.50594
929,-3.1690528
930,26.388048
931,3.905498
932,5.2707257
933,-13.380782
934,-8.674443
935,16.246958
936,-6.515931
937,11.0021925
938,-13.379634
939,-22.709326
940,-11.527554
941,-19.419365
942,-19.510603
943,27.377464
944,1.8429163
945,14.096554
946,10.674939
947,-15.996473
948,-3.4193804
949,-27.838617
950,-17.124098
951,19.277355
952,-8.430231
953,-7.4322767
954,19.572935
955,18.405539
956,13.74893
957,4.0020194
958,-19.626087
959,-8.078941
960,41.43014
961,1.5877786
962,-1.3183273
963,-13.09848
964,-5.8709893
965,1.721807
966,-6.5024004
967,7.7746544
968,-12.487557
969,-9.956155
970,-8.588356
971,-14.891442
972,-11.941731
973,2.6115887
974,-4.7707825
975,-2.8286805
976,-1.3856461
977,-1.3926792
978,-4.968303
979,-14.671232
980,-2.6060145
981,7.92932
982,-10.367478
983,-4.672541
984,7.08703
985,8.235134
986,9.80394
987,1.8334775
988,-20.926315
989,-5.7913504
990,25.130968
991,0.30858237
992,0.8519843
993,-8.312501
994,-4.4192805
995,4.749204
996,-2.4704196
997,8.769879
998,-11.816435
999,-2.727729
1000,-7.0069947
1001,-11.365668
1002,-13.499344
1003,15.457932
1004,2.5880623
1005,2.644735
1006,10.025887
1007,-3.6755202
1008,0.44077748
1009,-8.438763
1010,-4.64569
1011,11.26485
1012,0.47814378
1013,-7.7096076
1014,4.401893
1015,16.2974
1016,4.1220975
1017,-6.680193
1018,-12.578922
1019,0.42148137
1020,29.135283
1021,-0.6708862
1022,-2.407465
1023,0.7298862
1024,-3.9371092
1025,2.3629155
1026,-3.5236967
1027,5.9776235
1028,-16.344688
1029,-12.251771
1030,-12.566204
1031,-11.037212
1032,-12.626937
1033,19.338629
1034,-0.46824142
1035,-3.686509
1036,0.70878005
1037,-13.897204
1038,-1.0785306
1039,-7.877725
1040,-7.520797
1041,12.559184
1042,1.1175529
1043,-20.662558
1044,-2.894721
1045,17.176643
1046,-3.856779
1047,-4.424584
1048,-20.092548
1049,-7.6733685
1050,14.116931
1051,1.9952828
1052,4.7968783
1053,-16.25198
1054,-7.0087647
1055,10.233558
1056,-3.6505432
1057,-1.285306
1058,-13.484144
1059,-14.192772
1060,-7.6167674
1061,-4.9124866
1062,-6.8715982
1063,11.329036
1064,-5.824294
1065,6.420619
1066,5.068269
1067,-13.339141
1068,-5.082939
1069,-19.275875
1070,-10.947894
1071,-1.1224961
1072,0.2219151
1073,-8.796885
1074,6.506602
1075,11.8163
1076,5.4380226
1077,0.00954143
1078,-25.831205
1079,-10.75989
1080,40.771454
1081,5.6627197
1082,-0.92638886
1083,-14.747755
1084,-4.1755342
1085,11.787648
1086,3.4232666
1087,16.294447
1088,-1.157765
1089,-14.873461
1090,-4.7252164
1091,-22.68077
1092,-14.662856
1093,19.685993
1094,-11.386046
1095,21.182987
1096,16.732157
1097,-11.822043
1098,-0.7018373
1099,-29.703382
1100,-5.1948195
1101,-0.5760276
1102,-2.4976745
1103,-7.1732717
1104,15.589946
1105,4.471437
1106,14.820773
1107,-12.54753
1108,-15.256991
1109,-10.743858
1110,36.04872
1111,4.8314133
1112,1.5968239
1113,-12.806178
1114,-2.5612555
1115,0.34824094
1116,0.25998628
1117,7.2004576
1118,-1.8789032
1119,-8.228913
1120,0.41239274
1121,-17.278305
1122,-4.737361
1123,8.62359
1124,-5.079539
1125,5.654209
1126,7.5542946
1127,-3.1477573
1128,-8.476518
1129,-21.062489
1130,-4.034814
1131,5.9067006
1132,-1.2296708
1133,-6.165566
1134,13.242598
1135,0.81225526
1136,16.706766
1137,-4.5176945
1138,-10.743129
1139,-10.108698
1140,35.226788
1141,7.281954
1142,-3.0792031
1143,-19.753908
1144,-9.58336
1145,9.956056
1146,-7.989002
1147,12.002006
1148,-9.846762
1149,-25.54148
1150,-8.041591
1151,-25.016241
1152,-11.848833
1153,20.971994
1154,-8.076736
1155,13.191579
1156,14.299118
1157,-14.396021
1158,-10.329073
1159,-28.199196
1160,-6.5624385
1161,11.485485
1162,-16.443146
1163,-12.289718
1164,7.857351
1165,12.133881
1166,12.3900385
1167,-3.835112
1168,-34.719986
1169,-10.366033
1170,68.22753
1171,3.8459177
1172,5.858224
1173,-12.173656
1174,-0.22134426
1175,15.885046
1176,-7.699313
1177,10.058331
1178,-19.878235
1179,-9.638568
1180,-4.4795895
1181,-11.714282
1182,-16.423485
1183,6.985982
1184,-17.132507
1185,15.410633
1186,5.633594
1187,-6.3223968
1188,-3.0304441
1189,-43.02906
1190,-7.4015503
1191,1.3202648
1192,3.7577248
1193,-10.310493
1194,13.705452
1195,19.154102
1196,22.002
1197,-2.8910222
1198,-21.946562
1199,-10.579655
1200,56.12636
1201,-2.6435807
1202,7.677078
1203,-19.940702
1204,0.19044098
1205,8.693694
1206,-3.6274185
1207,9.284142
1208,-11.752018
1209,-28.45638
1210,0.99234724
1211,-15.360554
1212,-5.5148497
1213,22.854784
1214,8.297782
1215,1.0236076
1216,10.600675
1217,-14.252192
1218,-1.2352161
1219,-26.046078
1220,2.0383997
1221,15.488102
1222,-15.932869
1223,-5.134421
1224,28.887772
1225,14.761915
1226,23.796675
1227,-3.2162898
1228,-36.635235
1229,-14.275124
1230,59.900642
1231,5.0284834
1232,4.589247
1233,-13.099518
1234,-4.277218
1235,2.5308893
1236,-5.550871
1237,7.0729575
1238,-6.5043445
1239,-11.202698
1240,-5.7475786
1241,-15.325362
1242,-14.896655
1243,11.982696
1244,-13.0549
1245,10.679923
1246,10.92818
1247,-7.2238727
1248,-9.612748
1249,-27.357595
1250,-5.437792
1251,1.7231226
1252,-3.884805
1253,-2.4296038
1254,17.563192
1255,7.1025243
1256,3.6637416
1257,-2.3055973
1258,-25.116705
1259,-10.431044
1260,40.615406
1261,7.1631575
1262,-0.6910208
1263,-14.485906
1264,-2.2697139
1265,9.256021
1266,-3.334187
1267,12.867325
1268,-14.5712
1269,-8.047003
1270,-10.843573
1271,-4.970388
1272,-13.200031
1273,13.419853
1274,-10.973034
1275,7.831812
1276,5.3727818
1277,-15.867433
1278,-7.871652
1279,-30.260004
1280,-11.820076
1281,5.5460157
1282,3.547847
1283,-12.62616
1284,17.825773
1285,23.460707
1286,12.503751
1287,-2.7044156
1288,-1.8117183
1289,-3.4267604
1290,35.175285
1291,0.18499213
1292,-1.6707841
1293,-5.120383
1294,-2.3060236
1295,2.895502
1296,-1.7451056
1297,1.6029811
1298,-16.470612
1299,-9.377808
1300,-11.132431
1301,-12.832408
1302,-14.3693
1303,17.144165
1304,-2.5296116
1305,-2.038355
1306,2.9652321
1307,-3.2773728
1308,-6.741007
1309,-3.5484002
1310,-3.004965
1311,11.10737
1312,-5.0548058
1313,-16.156263
1314,2.5479207
1315,21.827318
1316,0.69780624
1317,-6.909319
1318,-23.402203
1319,-7.4588284
1320,19.154297
1321,0.7585022
1322,-0.37215453
1323,-13.446552
1324,-4.5770483
1325,0.6496245
1326,-5.6882963
1327,7.123995
1328,-11.701676
1329,-9.359097
1330,-8.830998
1331,-14.72518
1332,-11.462007
1333,2.814557
1334,-5.3712373
1335,-5.235203
1336,-2.9073343
1337,0.345793
1338,-3.1959536
1339,-14.660864
1340,-1.5697937
1341,9.511571
1342,-8.683538
1343,-3.391427
1344,8.146976
1345,6.5062046
1346,11.302569
1347,1.6949855
1348,-18.73153
1349,-3.7191145
1350,25.155167
1351,-1.8449684
1352,2.8445473
1353,-13.455408
1354,-5.399631
1355,15.93935
1356,-2.2433186
1357,6.4042673
1358,-9.192987
1359,-5.261099
1360,-13.712843
1361,-8.279291
1362,-12.550118
1363,9.705016
1364,-5.136182
1365,2.4424741
1366,13.230007
1367,-9.68574
1368,-4.4871745
1369,-0.8161587
1370,-15.421971
1371,14.235997
1372,-2.6293595
1373,-9.563913
1374,17.494713
1375,18.950592
1376,17.825035
1377,-5.659877
1378,-6.366697
1379,-10.159917
1380,45.72527
1381,6.071669
1382,5.440317
1383,-13.326004
1384,1.0831339
1385,13.964061
1386,3.5275095
1387,12.8071
1388,-0.5354127
1389,-5.9099903
1390,-7.3829293
1391,-11.4903345
1392,-2.508475
1393,8.893474
1394,-1.0429076
1395,4.8314466
1396,16.684748
1397,3.9891307
1398,-2.1750474
1399,-5.786352
1400,3.4664497
1401,8.303338
1402,-12.113412
1403,-23.852343
1404,7.921172
1405,4.6364737
1406,12.9627285
1407,-10.445965
1408,-30.702864
1409,-8.860037
1410,26.408064
1411,1.254959
1412,5.8960013
1413,-11.381312
1414,0.15114722
1415,4.942931
1416,-1.9028108
1417,6.886336
1418,-1.7409885
1419,-3.818729
1420,-3.3083148
1421,-6.9193997
1422,-6.262185
1423,8.758412
1424,-1.940216
1425,8.739966
1426,9.2147045
1427,1.8563172
1428,1.6826844
1429,-12.095971
1430,4.2686496
1431,5.9967155
1432,7.738984
1433,-5.401717
1434,14.388007
1435,3.4470398
1436,9.595249
1437,1.576093
1438,-1.7447253
1439,-6.620878
1440,24.277794
1441,15.7431755
1442,2.069047
1443,-13.158742
1444,-1.1346469
1445,5.812101
1446,-1.7689391
1447,11.639127
1448,-7.0359
1449,-11.082558
1450,-5.3126907
1451,-15.42244
1452,-15.20897
1453,12.229114
1454,-1.1032884
1455,14.924698
1456,7.603192
1457,-4.053854
1458,-9.043736
1459,-32.148827
1460,-8.065778
1461,5.845176
1462,-5.533068
1463,-5.5601625
1464,13.574796
1465,9.703323
1466,22.337057
1467,-1.4077451
1468,-14.277987
1469,-13.347358
1470,33.43521
1471,-3.9861538
1472,-1.4742472
1473,-19.812973
1474,2.0068598
1475,3.8676498
1476,0.49460685
1477,1.6087213
1478,-9.698855
1479,-14.746921
1480,-0.69627047
1481,-10.915334
1482,-0.75837845
1483,3.4161894
1484,-6.489484
1485,-2.8440282
1486,0.70643276
1487,-1.8146697
1488,-2.311804
1489,-20.774702
1490,-0.40264747
1491,7.8039207
1492,-10.401164
1493,-5.6075397
1494,11.319941
1495,17.822205
1496,18.817884
1497,6.0585938
1498,-30.230011
1499,-4.1341734
1500,45.119877
1501,7.7088957
1502,-4.0506577
1503,-11.6033945
1504,-3.176177
1505,8.701826
1506,0.6204812
1507,13.324954
1508,-10.856969
1509,-12.081592
1510,-6.114433
1511,-15.680592
1512,-7.297515
1513,13.775367
1514,2.833027
1515,5.088452
1516,5.3622017
1517,-5.756789
1518,1.9473833
1519,-23.03925
1520,-4.357256
1521,7.6957583
1522,1.3459905
1523,-5.044395
1524,14.771772
1525,6.3589067
1526,17.449705
1527,-5.8890247
1528,-14.09025
1529,-9.2134495
1530,37.296894
1531,-5.440664
1532,4.8038197
1533,-14.6799965
1534,-6.282073
1535,3.5801618
1536,-5.313596
1537,-2.94436
1538,-6.942962
1539,-11.634249
1540,-4.5206203
1541,-5.7039533
1542,-14.603365
1543,7.0690103
1544,3.028619
1545,-4.020481
1546,9.533018
1547,-2.9714525
1548,2.802848
1549,-2.2479217
1550,-6.927486
1551,5.1102433
1552,4.6756415
1553,1.4977711
1554,8.078223
1555,4.378565
1556,2.6567
1557,0.04188677
1558,-9.523065
1559,-6.3829374
1560,18.98696
1561,5.219257
1562,-1.9128535
1563,-11.098686
1564,-3.938692
1565,2.7082515
1566,0.16146648
1567,13.02574
1568,-4.8830137
1569,-5.3439207
1570,-0.7582347
1571,-13.7499
1572,-6.234031
1573,7.516742
1574,3.3576477
1575,5.7810283
1576,11.553203
1577,-0.13732225
1578,-4.2847085
1579,-15.482617
1580,1.6821092
1581,9.314389
1582,-6.9972863
1583,-8.463817
1584,11.008737
1585,11.896434
1586,11.363101
1587,-4.8146186
1588,-20.424028
1589,-5.7116833
1590,29.734312
1591,-0.75223106
1592,2.0345807
1593,-2.8264334
1594,1.2678018
1595,0.09246399
1596,-5.659793
1597,7.669803
1598,-11.336686
1599,-3.7954867
1600,-7.722417
1601,-9.855016
1602,-10.677133
1603,12.564203
1604,-3.4285858
1605,8.243908
1606,9.60818
1607,-10.226107
1608,1.1759664
1609,-22.381565
1610,-7.5952888
1611,5.3945327
1612,10.008178
1613,-8.09797
1614,14.032883
1615,7.3845844
1616,14.053167
1617,-10.775908
1618,-7.9950366
1619,-9.05206
1620,33.297184
1621,0.00610582
1622,4.594526
1623,-9.22488
1624,-7.6636925
1625,3.2356863
1626,-7.113002
1627,12.326978
1628,-12.37488
1629,-3.9020228
1630,-11.59793
1631,-14.569183
1632,-19.293205
1633,21.482828
1634,1.2256753
1635,4.3377333
1636,11.622146
1637,-11.75015
1638,-4.0199018
1639,-17.051409
1640,-12.769547
1641,13.512821
1642,3.307213
1643,-11.427484
1644,9.196495
1645,10.292636
1646,11.605403
1647,-2.97768
1648,-11.15929
1649,0.5851285
1650,32.43422
1651,2.3298717
1652,6.672615
1653,-10.7800455
1654,-4.234632
1655,9.693617
1656,-4.1479626
1657,11.461562
1658,-1.2065141
1659,-14.427084
1660,-6.396511
1661,-20.237469
1662,-12.361638
1663,25.861275
1664,4.1748996
1665,22.794638
1666,10.782863
1667,-10.156946
1668,-7.546637
1669,-24.441805
1670,-18.699633
1671,11.243342
1672,5.9137025
1673,-17.338562
1674,20.792557
1675,11.791797
1676,18.170996
1677,-3.1329813
1678,-9.671924
1679,-11.330072
1680,49.866226
1681,-2.509502
1682,7.819132
1683,-11.97313
